userId,movieId,tag,timestamp
190,2011,sci-fi,2/12/2012 19:29
190,2011,time travel,2/12/2012 19:29
190,2012,time travel,2/12/2012 19:29
205,1966,manhattan,1/31/2008 9:23
205,1966,upper class,1/31/2008 9:23
208,72,whit stillman meets Diner,2/5/2006 3:35
208,8645,actress too old,2/12/2006 16:28
208,8645,too upper class,2/12/2006 16:28
208,27727,wild and fresh,2/5/2006 22:04
208,40819,whit stillman meets diner,2/5/2006 3:33
208,41573,utterly predictable ensemble flick,1/16/2006 21:10
271,84772,Simon Pegg,4/9/2011 21:36
279,916,Audrey Hepburn,2/23/2012 2:01
279,916,black and white,2/23/2012 2:01
279,916,classic,2/23/2012 2:01
279,916,Gregory Peck,2/23/2012 2:00
279,916,imdb top 250,2/23/2012 2:01
279,916,Italy,2/23/2012 2:01
279,916,love story,2/23/2012 2:01
279,916,National Film Registry,2/23/2012 2:01
279,916,need to own,2/23/2012 2:01
279,916,romantic comedy,2/23/2012 2:01
279,916,Rome,2/23/2012 2:01
279,916,royalty,2/23/2012 2:01
279,916,slapstick,2/23/2012 2:01
279,916,zest for life,2/23/2012 2:01
279,4246,based on a book,2/23/2012 1:52
279,4246,British,2/23/2012 1:52
279,4246,Hugh Grant,2/23/2012 1:51
279,4246,Jane Austen,2/23/2012 1:51
279,4246,romantic comedy,2/23/2012 1:51
279,8533,chick flick,5/6/2011 6:00
279,8533,sentimental,5/6/2011 6:01
279,55872,Freddie Highmore,2/6/2012 1:56
279,55872,inspirational,2/6/2012 1:56
279,55872,love of music,2/6/2012 1:56
279,55872,power of music,2/6/2012 1:56
279,55872,uplifting and compelling,2/8/2012 0:45
316,34405,Firefly,6/17/2006 10:00
316,34405,scifi,6/17/2006 10:00
316,34405,western,6/17/2006 10:00
316,45186,Ethan Hunt Should Stop Hogging The Screen!,6/17/2006 9:58
318,260,1970s,2/20/2015 22:42
318,260,fantasy,2/20/2015 22:42
318,260,sci-fi,2/20/2015 22:42
318,115149,Action,2/21/2015 15:58
318,115149,Revenge,2/21/2015 15:58
318,115149,Willem Dafoe,2/21/2015 15:59
320,1197,must show,4/25/2006 11:33
320,1396,must show,4/25/2006 11:33
320,2011,must show,4/25/2006 11:34
320,2012,must show,4/25/2006 11:35
320,2502,must show,4/25/2006 11:33
320,2762,twist,4/25/2006 11:33
320,2959,twist,4/25/2006 11:30
320,3996,overrated,4/25/2006 11:32
320,6016,violent,4/25/2006 11:31
320,7438,violent,4/25/2006 11:32
342,32,post-apocalyptic,1/25/2012 18:02
342,32,psychology,1/25/2012 18:02
342,32,time travel,1/25/2012 18:02
342,50,organized crime,1/31/2012 16:58
342,50,twist ending,1/31/2012 16:58
342,50,twists & turns,1/31/2012 16:58
342,318,friendship,9/1/2012 22:59
342,318,masterplan,2/8/2015 19:48
342,318,Morgan Freeman,9/1/2012 22:59
342,318,prison escape,2/8/2015 19:48
342,318,redemption,2/8/2015 19:48
342,318,revenge,9/1/2012 22:59
342,356,bittersweet,9/1/2012 23:00
342,356,classic,9/1/2012 23:00
342,356,vietnam war,9/1/2012 23:00
342,608,crime gone awry,1/25/2012 17:47
342,750,black comedy,3/17/2013 23:02
342,750,British,3/17/2013 23:02
342,750,cold war,3/17/2013 23:02
342,750,comedy,3/17/2013 23:02
342,750,Peter Sellers,3/17/2013 23:02
342,750,satire,3/17/2013 23:02
342,750,satirical,3/17/2013 23:02
342,750,Stanley Kubrick,3/17/2013 23:01
342,1079,British,9/8/2012 17:08
342,1079,John Cleese,9/8/2012 17:07
342,1079,quirky,9/8/2012 17:07
342,1136,Monty Python,1/31/2012 16:55
342,1136,parody,1/31/2012 16:55
342,1136,satire,1/31/2012 16:55
342,1175,atmospheric,9/1/2012 22:49
342,1175,post-apocalyptic,9/1/2012 22:49
342,1175,surreal,9/1/2012 22:49
342,1193,psychological,1/31/2012 16:56
342,1193,psychology,1/31/2012 16:56
342,1201,Clint Eastwood,3/17/2013 18:41
342,1201,Ennio Morricone,3/17/2013 18:41
342,1201,Italian,3/17/2013 18:41
342,1201,music,3/17/2013 18:41
342,1201,Sergio Leone,3/17/2013 18:41
342,1252,mystery,1/31/2012 16:57
342,1252,twists & turns,1/31/2012 16:57
342,1625,Michael Douglas,3/5/2012 16:55
342,1625,Mystery,3/5/2012 16:55
342,1625,plot twist,3/5/2012 16:56
342,1625,psychological,3/5/2012 16:55
342,1625,Sean Penn,3/5/2012 16:56
342,1625,twist ending,3/5/2012 16:56
342,1625,unrealistic,3/5/2012 16:56
342,1653,eugenics,9/1/2012 23:03
342,1653,future,9/1/2012 23:03
342,1653,genetic engineering,9/1/2012 23:03
342,1653,genetics,9/1/2012 23:03
342,1653,powerful ending,9/1/2012 23:03
342,1653,racism,9/1/2012 23:03
342,1784,funny,3/17/2013 18:27
342,1784,Jack Nicholson,3/17/2013 18:27
342,1784,obsessive compulsive disorder,3/17/2013 18:27
342,1784,psychology,3/17/2013 18:27
342,1784,quirky,3/17/2013 18:27
342,1784,relationships,3/17/2013 18:27
342,2329,Edward Norton,9/1/2012 22:52
342,2329,Neo-Nazis,9/1/2012 22:52
342,2329,politics,9/1/2012 22:52
342,2329,powerful ending,9/1/2012 22:52
342,2329,racism,9/1/2012 22:52
342,2329,tense,9/1/2012 22:52
342,2329,thought-provoking,9/1/2012 22:52
342,2571,post-apocalyptic,1/25/2012 17:52
342,2571,sci-fi,1/25/2012 17:51
342,2571,virtual reality,1/25/2012 17:52
342,3000,adventure,3/14/2012 18:42
342,3000,anime,3/14/2012 18:41
342,3000,fantasy world,3/14/2012 18:41
342,3000,surreal,3/14/2012 18:41
342,3359,coming of age,9/18/2013 19:30
342,3359,coming-of-age,9/18/2013 19:30
342,3359,cycling,9/18/2013 19:30
342,3363,classic,3/7/2014 21:21
342,3363,coming of age,3/7/2014 21:20
342,3363,friendship,3/7/2014 21:20
342,4848,BORING!,2/14/2012 18:38
342,4848,Nudity (Full Frontal),2/14/2012 18:40
342,4848,pretentious,2/14/2012 18:38
342,4973,slow paced,3/14/2012 18:40
342,4978,characters,9/1/2012 22:44
342,4978,romance,9/1/2012 22:44
342,4993,adventure,1/25/2012 17:57
342,4993,characters,1/25/2012 17:57
342,4993,epic,1/25/2012 17:57
342,4993,fantasy world,1/25/2012 17:57
342,4993,fighting,1/25/2012 17:58
342,4993,photography,1/25/2012 17:58
342,5282,ending,9/1/2012 22:37
342,5282,lawyers,9/1/2012 22:38
342,5282,military court,9/1/2012 22:38
342,5291,multiple storylines,1/25/2012 17:49
342,5291,nonlinear,1/25/2012 17:49
342,6016,disturbing,1/31/2012 17:50
342,6016,drama,1/25/2012 17:50
342,6016,multiple storylines,1/31/2012 17:50
342,6016,realistic,1/25/2012 17:50
342,6365,action packed,1/25/2012 17:52
342,6365,dystopia,1/25/2012 17:52
342,6365,unrealistic characters,1/25/2012 17:55
342,6539,cliche,9/1/2012 22:42
342,6539,Johnny Depp,9/1/2012 22:42
342,6539,magic realism,9/1/2012 22:42
342,6539,modernism,9/1/2012 22:42
342,6539,photography,9/1/2012 22:42
342,6539,too long,9/1/2012 22:42
342,6953,multiple storylines,3/9/2013 17:48
342,6953,psychological,3/9/2013 17:48
342,6953,Sean Penn,3/9/2013 17:48
342,7090,atmospheric,9/1/2012 22:48
342,7090,colours,9/1/2012 22:48
342,7090,martial arts,9/1/2012 22:48
342,7090,photography,9/1/2012 22:48
342,8914,dialogue driven,9/8/2012 17:17
342,8914,mindfuck,9/8/2012 17:17
342,8914,plot holes,9/8/2012 17:17
342,8914,sci-fi,9/8/2012 17:17
342,8914,time travel,9/8/2012 17:17
342,31410,Biography,11/8/2014 20:39
342,31410,disturbing,11/8/2014 20:39
342,31410,excellent performance,11/8/2014 20:40
342,31410,historical,11/8/2014 20:39
342,31410,World War II,11/8/2014 20:39
342,44191,comic book,9/1/2012 22:51
342,44191,dark,9/1/2012 22:51
342,44191,dystopia,9/1/2012 22:51
342,44191,England,9/1/2012 22:51
342,44191,inspirational,9/1/2012 22:51
342,44191,Natalie Portman,9/1/2012 22:51
342,44191,politics,9/1/2012 22:51
342,44191,thought-provoking,9/1/2012 22:51
342,44191,visually appealing,9/1/2012 22:51
342,47044,action packed,9/1/2012 22:40
342,47044,characters,9/1/2012 22:39
342,47044,Miami,9/1/2012 22:39
342,47044,shallow,9/1/2012 22:39
342,47044,unrealistic,9/1/2012 22:39
342,47044,unrealistic action,9/1/2012 22:40
342,47044,unrealistic plot,9/1/2012 22:39
342,48043,atmospheric,9/1/2012 22:55
342,48043,death,9/1/2012 22:55
342,48043,emotional,9/1/2012 22:57
342,48043,multiple storylines,3/17/2013 18:29
342,48043,Music,9/1/2012 22:57
342,48043,nonlinear,9/1/2012 22:57
342,48043,surreal,9/1/2012 22:57
342,48043,thought-provoking,9/1/2012 22:57
342,48043,visually appealing,9/1/2012 22:55
342,48774,disturbing,9/1/2012 23:04
342,48774,dystopia,9/1/2012 23:04
342,48774,ending,9/1/2012 23:05
342,48774,future,9/1/2012 23:04
342,48774,sci-fi,9/1/2012 23:04
342,48774,violence,9/1/2012 23:04
342,51662,americanized movie,1/31/2012 18:01
342,51662,based on a comic,1/31/2012 17:59
342,51662,based on comic,1/31/2012 17:59
342,51662,blood,1/31/2012 18:00
342,51662,Frank Miller,1/31/2012 18:00
342,51662,stylized,1/31/2012 17:59
342,52328,atmospheric,9/8/2012 17:25
342,52328,dark,9/8/2012 17:25
342,52328,despair,9/8/2012 17:24
342,52328,ending twist,9/8/2012 17:24
342,52328,great soundtrack,9/8/2012 17:25
342,52328,madness,9/8/2012 17:25
342,52328,psychological,9/8/2012 17:25
342,52328,psychology,9/8/2012 17:24
342,52328,slow paced,9/8/2012 17:25
342,52328,spaceships,9/8/2012 17:24
342,54372,French,1/31/2015 20:03
342,54372,murder mystery,1/31/2015 20:03
342,54372,twist ending,1/31/2015 20:03
342,55442,coming of age,9/5/2012 7:42
342,55442,Middle East,9/5/2012 7:42
342,55442,politics,9/5/2012 7:41
342,55442,revolution,9/5/2012 7:42
342,55442,social commentary,9/5/2012 7:42
342,55908,entirely dialogue,1/31/2012 18:41
342,55908,Excellent use of dialogue,1/31/2012 18:41
342,55908,immortality,11/8/2014 20:33
342,55908,intellectual,1/31/2012 18:40
342,55908,sci-fi,1/31/2012 18:40
342,55908,thought-provoking,1/31/2012 18:40
342,55908,Underrated,1/31/2012 18:41
342,55908,unique,1/31/2012 18:40
342,58559,Atmospheric,1/31/2012 18:03
342,58559,Batman,1/31/2012 18:03
342,58559,Heath Ledger,1/31/2012 18:03
342,58559,superhero,1/31/2012 18:03
342,58559,vigilante,1/31/2012 18:03
342,63082,India,3/17/2013 18:34
342,63082,love story,3/17/2013 18:34
342,63082,Oscar (Best Picture),3/17/2013 18:34
342,63082,photography,3/17/2013 18:34
342,63082,romance,3/17/2013 18:34
342,63082,shallow plot,3/17/2013 18:35
342,63082,social commentary,3/17/2013 18:34
342,63082,violence,3/17/2013 18:35
342,63082,visually appealing,3/17/2013 18:34
342,64614,Clint Eastwood,1/31/2012 17:49
342,64614,culture clash,1/31/2012 17:49
342,64614,gangs,1/31/2012 17:48
342,64614,redemption,1/31/2012 17:49
342,68954,emotional,1/25/2012 17:48
342,68954,friendship,1/25/2012 17:48
342,70286,action,1/31/2012 17:03
342,70286,alien invasion,1/31/2012 17:02
342,70286,aliens,1/31/2012 17:02
342,70286,sci-fi,3/17/2013 18:42
342,70286,social commentary,1/31/2012 17:02
342,72167,boring plot,1/25/2012 18:01
342,72167,nonsensical,1/25/2012 18:00
342,72167,stupid,1/25/2012 18:00
342,72167,stupid characters,1/25/2012 18:00
342,73321,beautiful scenery,9/1/2012 22:53
342,73321,Bible,9/1/2012 22:53
342,73321,characters,9/1/2012 22:54
342,73321,Christianity,9/1/2012 22:53
342,73321,Denzel Washington,9/1/2012 22:53
342,73321,dystopic future,9/1/2012 22:53
342,73321,fight scenes,9/1/2012 22:53
342,73321,plot holes,9/1/2012 22:53
342,79357,nonlinear,3/17/2013 18:31
342,79357,Nudity (Topless),3/17/2013 18:31
342,79357,sci-fi,3/17/2013 18:31
342,79357,time travel,3/17/2013 18:31
342,79357,too long,3/17/2013 18:31
342,83302,cheating,3/22/2014 22:54
342,83302,cold,3/22/2014 22:53
342,83302,husband-wife relationship,3/22/2014 22:54
342,83302,lack of identification,3/22/2014 22:54
342,83302,thought-provoking,3/22/2014 22:54
342,83302,unlikable characters,3/22/2014 22:53
342,89118,disturbing,1/31/2015 19:57
342,89118,long revenge,1/31/2015 19:57
342,89118,spanish,1/31/2015 19:58
342,89118,unpredictable,1/31/2015 19:57
342,90746,animation,3/1/2012 19:34
342,91077,coma,3/14/2012 18:36
342,91077,drama,3/14/2012 18:37
342,91077,emotional,3/14/2012 18:36
342,91077,family bonds,3/14/2012 18:37
342,91077,George Clooney,3/14/2012 18:36
342,91077,Hawaii,3/14/2012 18:36
342,96610,future,3/23/2014 12:38
342,96610,sci-fi,3/23/2014 12:38
342,96610,time travel,3/23/2014 12:38
342,96610,violent,3/23/2014 12:38
342,96610,visually appealing,3/23/2014 12:38
342,97752,adapted from:book,3/17/2013 18:32
342,97752,atmospheric,3/17/2013 18:32
342,97752,based on a book,3/17/2013 18:33
342,97752,multiple storylines,3/17/2013 18:32
342,97752,philosophy,3/17/2013 18:33
342,97752,rebellion,3/17/2013 18:32
342,97752,sci-fi,3/17/2013 18:32
342,97752,slow paced,3/17/2013 18:33
342,97752,social commentary,3/17/2013 18:32
342,97752,social criticism,3/17/2013 18:32
342,97752,Tom Hanks,3/17/2013 18:32
342,97752,visually appealing,3/17/2013 18:32
342,99114,Leonardo DiCaprio,11/8/2014 20:29
342,99114,Over the top,11/8/2014 20:29
342,99114,Quentin Tarantino,11/8/2014 20:29
342,99114,Samuel L. Jackson,11/8/2014 20:30
342,99114,slavery,11/8/2014 20:30
342,108190,based on a book,3/21/2015 22:48
342,108190,dystopia,3/21/2015 22:47
342,112556,based on a book,1/31/2015 19:51
342,112556,marriage,1/31/2015 19:50
342,112556,meticulous,1/31/2015 19:51
342,112556,mindfuck,1/31/2015 19:51
342,112556,Neal Patrick Harris,1/31/2015 19:51
342,112556,unpredictable,1/31/2015 19:51
348,82,netflix,8/17/2011 22:02
348,302,netflix,11/8/2008 0:27
348,571,netflix,2/9/2011 22:08
348,608,black comedy,2/9/2011 22:21
348,930,oppl,9/30/2010 20:41
348,959,netflix,1/6/2010 22:56
348,974,own,9/26/2008 20:50
348,1123,netflix,8/24/2010 16:26
348,1162,netflix,11/8/2008 0:45
348,1281,netflix,8/24/2010 16:11
348,1412,oppl,6/14/2011 15:02
348,1834,netflix,11/8/2008 0:31
348,1939,oppl,6/9/2008 15:03
348,1942,Good Book Bad Movie,1/8/2010 3:42
348,2065,netflix,1/10/2012 17:28
348,2359,Ireland,1/18/2012 3:26
348,2359,Irish,1/18/2012 3:26
348,2359,NOT British,1/18/2012 3:26
348,3134,netflix,8/17/2011 22:10
348,3229,netflix,1/6/2010 22:42
348,3533,oppl,2/9/2011 20:48
348,4741,netflix,8/15/2011 18:29
348,4801,netflix,1/6/2010 22:52
348,5225,netflix,11/8/2008 0:41
348,5525,netflix,8/24/2010 16:16
348,5626,netflix,1/10/2012 17:32
348,6042,netflix,5/31/2009 3:51
348,6182,oppl,11/8/2008 0:40
348,6244,netflix,8/24/2010 16:27
348,6647,netflix,7/12/2010 17:25
348,6672,netflix,2/9/2011 21:51
348,6776,netflix,5/31/2009 3:52
348,6828,oppl,2/9/2011 20:50
348,6869,netflix,8/17/2011 22:04
348,7061,netflix,1/6/2010 22:52
348,7082,oppl,11/8/2008 0:48
348,7116,oppl,9/26/2010 3:58
348,7333,oppl,2/9/2011 20:44
348,7479,netflix,1/6/2010 22:55
348,7505,netflix,8/24/2010 16:15
348,7582,netflix,1/6/2010 22:40
348,7583,netflix,1/6/2010 22:57
348,7832,netflix,5/27/2010 15:56
348,7833,netflix,5/27/2010 15:55
348,7835,netflix,5/27/2010 15:57
348,7915,netflix,2/9/2011 21:57
348,8128,oppl,8/17/2010 13:36
348,8207,oppl,9/26/2010 3:56
348,8232,netflix,8/15/2011 19:45
348,8302,netflix,8/24/2010 16:10
348,8335,netflix,2/23/2010 14:48
348,8753,netflix,8/24/2010 15:59
348,8765,netflix,2/9/2011 20:45
348,8786,netflix,8/17/2011 21:44
348,8828,netflix,1/6/2010 23:05
348,8874,black comedy,2/9/2011 22:23
348,8933,netflix,11/8/2008 0:47
348,8971,netflix,8/17/2011 21:55
